"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","Title","SibSpGroups","ParchGroups","FamSize","FamSizeGroups","ticketnumber","ticket_id","TicketGroups","fare_outlier","FareGroups","Miss_Cabin","Deck","DeckGroups","Miss_Age","MiceAge","AgeGroups","Child","Mother","singleFemale"
449,1,3,"female",5,2,1,"2666",19.2583,"Missing","C","Miss","1&2","1-3",4,"4","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",5,"Child","Child","Not Mother",0
450,1,1,"male",52,0,0,"113786",30.5,"C104","S","Rare Title","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","C","CF","age_known",52,"Adult","Adult","Not Mother",0
451,0,2,"male",36,1,2,"C.A. 34651",27.75,"Missing","S","Mr","1&2","1-3",4,"4","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",36,"Adult","Adult","Not Mother",0
452,0,3,"male",NA,1,0,"65303",19.9667,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",25,"Adult","Adult","Not Mother",0
453,0,1,"male",30,0,0,"113051",27.75,"C111","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","C","CF","age_known",30,"Adult","Adult","Not Mother",0
454,1,1,"male",49,1,0,"17453",89.1042,"C92","C","Mr","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_known",49,"Adult","Adult","Not Mother",0
455,0,3,"male",NA,0,0,"A/5 2817",8.05,"Missing","S","Mr","0","0",1,"1&7","A","Letter","Lowest","no",2,"Missing","M","Missing","age_missing",22,"Adult","Adult","Not Mother",0
456,1,3,"male",29,0,0,"349240",7.8958,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",29,"Adult","Adult","Not Mother",0
457,0,1,"male",65,0,0,"13509",26.55,"E38","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","E","BDE","age_known",65,"Adult","Adult","Not Mother",0
458,1,1,"female",NA,1,0,"17464",51.8625,"D21","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","D","BDE","age_missing",53,"Adult","Adult","Not Mother",0
459,1,2,"female",50,0,0,"F.C.C. 13531",10.5,"Missing","S","Miss","0","0",1,"1&7","FC","Letter","High","no",2,"Missing","M","Missing","age_known",50,"Adult","Adult","Not Mother",1
460,0,3,"male",NA,0,0,"371060",7.75,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",30,"Adult","Adult","Not Mother",0
461,1,1,"male",48,0,0,"19952",26.55,"E12","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","E","BDE","age_known",48,"Adult","Adult","Not Mother",0
462,0,3,"male",34,0,0,"364506",8.05,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",34,"Adult","Adult","Not Mother",0
463,0,1,"male",47,0,0,"111320",38.5,"E63","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Known","E","BDE","age_known",47,"Adult","Adult","Not Mother",0
464,0,2,"male",48,0,0,"234360",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",48,"Adult","Adult","Not Mother",0
465,0,3,"male",NA,0,0,"A/S 2816",8.05,"Missing","S","Mr","0","0",1,"1&7","A","Letter","Lowest","no",2,"Missing","M","Missing","age_missing",22,"Adult","Adult","Not Mother",0
466,0,3,"male",38,0,0,"SOTON/O.Q. 3101306",7.05,"Missing","S","Mr","0","0",1,"1&7","SOTON","Letter","Lowest","no",1,"Missing","M","Missing","age_known",38,"Adult","Adult","Not Mother",0
467,0,2,"male",NA,0,0,"239853",0,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",0,"Missing","M","Missing","age_missing",36,"Adult","Adult","Not Mother",0
468,0,1,"male",56,0,0,"113792",26.55,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",56,"Adult","Adult","Not Mother",0
469,0,3,"male",NA,0,0,"36209",7.725,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",33,"Adult","Adult","Not Mother",0
470,1,3,"female",0.75,2,1,"2666",19.2583,"Missing","C","Miss","1&2","1-3",4,"4","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",0.75,"Child","Child","Not Mother",0
471,0,3,"male",NA,0,0,"323592",7.25,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",29,"Adult","Adult","Not Mother",0
472,0,3,"male",38,0,0,"315089",8.6625,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",38,"Adult","Adult","Not Mother",0
473,1,2,"female",33,1,2,"C.A. 34651",27.75,"Missing","S","Mrs","1&2","1-3",4,"4","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",33,"Adult","Adult","Mother",0
474,1,2,"female",23,0,0,"SC/AH Basle 541",13.7917,"D","C","Mrs","0","0",1,"1&7","SC","Letter","High","no",2,"Known","D","BDE","age_known",23,"Adult","Adult","Not Mother",1
475,0,3,"female",22,0,0,"7553",9.8375,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",1
476,0,1,"male",NA,0,0,"110465",52,"A14","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Known","A","A","age_missing",46,"Adult","Adult","Not Mother",0
477,0,2,"male",34,1,0,"31027",21,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",34,"Adult","Adult","Not Mother",0
478,0,3,"male",29,1,0,"3460",7.0458,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",29,"Adult","Adult","Not Mother",0
479,0,3,"male",22,0,0,"350060",7.5208,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",0
480,1,3,"female",2,0,1,"3101298",12.2875,"Missing","S","Miss","0","1-3",2,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",2,"Child","Child","Not Mother",0
481,0,3,"male",9,5,2,"CA 2144",46.9,"Missing","S","Master","3+","1-3",8,"8","CA","Letter","Medium","no",4,"Missing","M","Missing","age_known",9,"Child","Child","Not Mother",0
482,0,2,"male",NA,0,0,"239854",0,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",0,"Missing","M","Missing","age_missing",36,"Adult","Adult","Not Mother",0
483,0,3,"male",50,0,0,"A/5 3594",8.05,"Missing","S","Mr","0","0",1,"1&7","A","Letter","Lowest","no",2,"Missing","M","Missing","age_known",50,"Adult","Adult","Not Mother",0
484,1,3,"female",63,0,0,"4134",9.5875,"Missing","S","Mrs","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",63,"Adult","Adult","Not Mother",1
485,1,1,"male",25,1,0,"11967",91.0792,"B49","C","Mr","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",25,"Adult","Adult","Not Mother",0
486,0,3,"female",NA,3,1,"4133",25.4667,"Missing","S","Miss","3+","1-3",5,"5","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",0.75,"Child","Child","Not Mother",0
487,1,1,"female",35,1,0,"19943",90,"C93","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_known",35,"Adult","Adult","Not Mother",0
488,0,1,"male",58,0,0,"11771",29.7,"B37","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","B","BDE","age_known",58,"Adult","Adult","Not Mother",0
489,0,3,"male",30,0,0,"A.5. 18509",8.05,"Missing","S","Mr","0","0",1,"1&7","A","Letter","Lowest","no",2,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
490,1,3,"male",9,1,1,"C.A. 37671",15.9,"Missing","S","Master","1&2","1-3",3,"2&3","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",9,"Child","Child","Not Mother",0
491,0,3,"male",NA,1,0,"65304",19.9667,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",25,"Adult","Adult","Not Mother",0
492,0,3,"male",21,0,0,"SOTON/OQ 3101317",7.25,"Missing","S","Mr","0","0",1,"1&7","SOTON","Letter","Lowest","no",1,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
493,0,1,"male",55,0,0,"113787",30.5,"C30","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","C","CF","age_known",55,"Adult","Adult","Not Mother",0
494,0,1,"male",71,0,0,"PC 17609",49.5042,"Missing","C","Mr","0","0",1,"1&7","PC","Letter","High","no",4,"Missing","M","Missing","age_known",71,"Adult","Adult","Not Mother",0
495,0,3,"male",21,0,0,"A/4 45380",8.05,"Missing","S","Mr","0","0",1,"1&7","A","Letter","Lowest","no",2,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
496,0,3,"male",NA,0,0,"2627",14.4583,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",19,"Adult","Adult","Not Mother",0
497,1,1,"female",54,1,0,"36947",78.2667,"D20","C","Miss","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","D","BDE","age_known",54,"Adult","Adult","Not Mother",0
498,0,3,"male",NA,0,0,"C.A. 6212",15.1,"Missing","S","Mr","0","0",1,"1&7","CA","Letter","Medium","no",3,"Missing","M","Missing","age_missing",36,"Adult","Adult","Not Mother",0
499,0,1,"female",25,1,2,"113781",151.55,"C22 C26","S","Mrs","1&2","1-3",4,"4","Number","Number","Medium","yes",4,"Known","C","CF","age_known",25,"Adult","Adult","Mother",0
500,0,3,"male",24,0,0,"350035",7.7958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
501,0,3,"male",17,0,0,"315086",8.6625,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",17,"Child","Child","Not Mother",0
502,0,3,"female",21,0,0,"364846",7.75,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",1
503,0,3,"female",NA,0,0,"330909",7.6292,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",26,"Adult","Adult","Not Mother",1
504,0,3,"female",37,0,0,"4135",9.5875,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",37,"Adult","Adult","Not Mother",1
505,1,1,"female",16,0,0,"110152",86.5,"B79","S","Miss","0","0",1,"1&7","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",16,"Child","Child","Not Mother",1
506,0,1,"male",18,1,0,"PC 17758",108.9,"C65","C","Mr","1&2","0",2,"2&3","PC","Letter","High","yes",4,"Known","C","CF","age_known",18,"Adult","Adult","Not Mother",0
507,1,2,"female",33,0,2,"26360",26,"Missing","S","Mrs","0","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",33,"Adult","Adult","Mother",0
508,1,1,"male",NA,0,0,"111427",26.55,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",45,"Adult","Adult","Not Mother",0
509,0,3,"male",28,0,0,"C 4001",22.525,"Missing","S","Mr","0","0",1,"1&7","C","Letter","Medium","no",3,"Missing","M","Missing","age_known",28,"Adult","Adult","Not Mother",0
510,1,3,"male",26,0,0,"1601",56.4958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",0
511,1,3,"male",29,0,0,"382651",7.75,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",29,"Adult","Adult","Not Mother",0
512,0,3,"male",NA,0,0,"SOTON/OQ 3101316",8.05,"Missing","S","Mr","0","0",1,"1&7","SOTON","Letter","Lowest","no",2,"Missing","M","Missing","age_missing",27,"Adult","Adult","Not Mother",0
513,1,1,"male",36,0,0,"PC 17473",26.2875,"E25","S","Mr","0","0",1,"1&7","PC","Letter","High","no",3,"Known","E","BDE","age_known",36,"Adult","Adult","Not Mother",0
514,1,1,"female",54,1,0,"PC 17603",59.4,"Missing","C","Mrs","1&2","0",2,"2&3","PC","Letter","High","no",4,"Missing","M","Missing","age_known",54,"Adult","Adult","Not Mother",0
515,0,3,"male",24,0,0,"349209",7.4958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
516,0,1,"male",47,0,0,"36967",34.0208,"D46","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Known","D","BDE","age_known",47,"Adult","Adult","Not Mother",0
517,1,2,"female",34,0,0,"C.A. 34260",10.5,"F33","S","Mrs","0","0",1,"1&7","CA","Letter","Medium","no",2,"Known","F","CF","age_known",34,"Adult","Adult","Not Mother",1
518,0,3,"male",NA,0,0,"371110",24.15,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",60,"Adult","Adult","Not Mother",0
519,1,2,"female",36,1,0,"226875",26,"Missing","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",36,"Adult","Adult","Not Mother",0
520,0,3,"male",32,0,0,"349242",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",32,"Adult","Adult","Not Mother",0
521,1,1,"female",30,0,0,"12749",93.5,"B73","S","Miss","0","0",1,"1&7","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",30,"Adult","Adult","Not Mother",1
522,0,3,"male",22,0,0,"349252",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",0
523,0,3,"male",NA,0,0,"2624",7.225,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",16,"Child","Child","Not Mother",0
524,1,1,"female",44,0,1,"111361",57.9792,"B18","C","Mrs","0","1-3",2,"2&3","Number","Number","Medium","no",4,"Known","B","BDE","age_known",44,"Adult","Adult","Mother",0
525,0,3,"male",NA,0,0,"2700",7.2292,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",40.5,"Adult","Adult","Not Mother",0
526,0,3,"male",40.5,0,0,"367232",7.75,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",40.5,"Adult","Adult","Not Mother",0
527,1,2,"female",50,0,0,"W./C. 14258",10.5,"Missing","S","Miss","0","0",1,"1&7","W","Letter","Low","no",2,"Missing","M","Missing","age_known",50,"Adult","Adult","Not Mother",1
528,0,1,"male",NA,0,0,"PC 17483",221.7792,"C95","S","Mr","0","0",1,"1&7","PC","Letter","High","yes",4,"Known","C","CF","age_missing",36,"Adult","Adult","Not Mother",0
529,0,3,"male",39,0,0,"3101296",7.925,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",39,"Adult","Adult","Not Mother",0
530,0,2,"male",23,2,1,"29104",11.5,"Missing","S","Mr","1&2","1-3",4,"4","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",0
531,1,2,"female",2,1,1,"26360",26,"Missing","S","Miss","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",2,"Child","Child","Not Mother",0
532,0,3,"male",NA,0,0,"2641",7.2292,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",19,"Adult","Adult","Not Mother",0
533,0,3,"male",17,1,1,"2690",7.2292,"Missing","C","Mr","1&2","1-3",3,"2&3","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",17,"Child","Child","Not Mother",0
534,1,3,"female",NA,0,2,"2668",22.3583,"Missing","C","Mrs","0","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",28,"Adult","Adult","Mother",0
535,0,3,"female",30,0,0,"315084",8.6625,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",1
536,1,2,"female",7,0,2,"F.C.C. 13529",26.25,"Missing","S","Miss","0","1-3",3,"2&3","FC","Letter","High","no",3,"Missing","M","Missing","age_known",7,"Child","Child","Not Mother",0
537,0,1,"male",45,0,0,"113050",26.55,"B38","S","Rare Title","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","B","BDE","age_known",45,"Adult","Adult","Not Mother",0
538,1,1,"female",30,0,0,"PC 17761",106.425,"Missing","C","Miss","0","0",1,"1&7","PC","Letter","High","yes",4,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",1
539,0,3,"male",NA,0,0,"364498",14.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",27,"Adult","Adult","Not Mother",0
540,1,1,"female",22,0,2,"13568",49.5,"B39","C","Miss","0","1-3",3,"2&3","Number","Number","Medium","no",4,"Known","B","BDE","age_known",22,"Adult","Adult","Not Mother",0
541,1,1,"female",36,0,2,"WE/P 5735",71,"B22","S","Miss","0","1-3",3,"2&3","W","Letter","Low","yes",4,"Known","B","BDE","age_known",36,"Adult","Adult","Not Mother",0
542,0,3,"female",9,4,2,"347082",31.275,"Missing","S","Miss","3+","1-3",7,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",9,"Child","Child","Not Mother",0
543,0,3,"female",11,4,2,"347082",31.275,"Missing","S","Miss","3+","1-3",7,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",11,"Child","Child","Not Mother",0
544,1,2,"male",32,1,0,"2908",26,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",32,"Adult","Adult","Not Mother",0
545,0,1,"male",50,1,0,"PC 17761",106.425,"C86","C","Mr","1&2","0",2,"2&3","PC","Letter","High","yes",4,"Known","C","CF","age_known",50,"Adult","Adult","Not Mother",0
546,0,1,"male",64,0,0,"693",26,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",64,"Adult","Adult","Not Mother",0
547,1,2,"female",19,1,0,"2908",26,"Missing","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",19,"Adult","Adult","Not Mother",0
548,1,2,"male",NA,0,0,"SC/PARIS 2146",13.8625,"Missing","C","Mr","0","0",1,"1&7","SC","Letter","High","no",2,"Missing","M","Missing","age_missing",24,"Adult","Adult","Not Mother",0
549,0,3,"male",33,1,1,"363291",20.525,"Missing","S","Mr","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",33,"Adult","Adult","Not Mother",0
550,1,2,"male",8,1,1,"C.A. 33112",36.75,"Missing","S","Master","1&2","1-3",3,"2&3","CA","Letter","Medium","no",4,"Missing","M","Missing","age_known",8,"Child","Child","Not Mother",0
551,1,1,"male",17,0,2,"17421",110.8833,"C70","C","Mr","0","1-3",3,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_known",17,"Child","Child","Not Mother",0
552,0,2,"male",27,0,0,"244358",26,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",27,"Adult","Adult","Not Mother",0
553,0,3,"male",NA,0,0,"330979",7.8292,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",60,"Adult","Adult","Not Mother",0
554,1,3,"male",22,0,0,"2620",7.225,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",0
555,1,3,"female",22,0,0,"347085",7.775,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",1
556,0,1,"male",62,0,0,"113807",26.55,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",62,"Adult","Adult","Not Mother",0
557,1,1,"female",48,1,0,"11755",39.6,"A16","C","Rare Title","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","A","A","age_known",48,"Adult","Adult","Not Mother",0
558,0,1,"male",NA,0,0,"PC 17757",227.525,"Missing","C","Mr","0","0",1,"1&7","PC","Letter","High","yes",4,"Missing","M","Missing","age_missing",51,"Adult","Adult","Not Mother",0
559,1,1,"female",39,1,1,"110413",79.65,"E67","S","Mrs","1&2","1-3",3,"2&3","Number","Number","Medium","yes",4,"Known","E","BDE","age_known",39,"Adult","Adult","Mother",0
560,1,3,"female",36,1,0,"345572",17.4,"Missing","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",36,"Adult","Adult","Not Mother",0
